trade_id,timestamp,exchange,symbol,side,quantity,price_usd,fee_usd
Z-092,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-093,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-094,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-095,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-096,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-097,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-098,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-099,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-100,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-101,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-102,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-103,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-104,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-105,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-106,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-107,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-108,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-109,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-110,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-111,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-112,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-113,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-114,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-115,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-116,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-117,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-118,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-119,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-120,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-121,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-122,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-123,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-124,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-125,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-126,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-127,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-128,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-129,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-130,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-131,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-132,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-133,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-134,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-135,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-136,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-137,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-138,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-139,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-140,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-141,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-142,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-143,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-144,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-145,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-146,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-147,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-148,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-149,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-150,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-151,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-152,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-153,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-154,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-155,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-156,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-157,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-158,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-159,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-160,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-161,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-162,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-163,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-164,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-165,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-166,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-167,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-168,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-169,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-170,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-171,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-172,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-173,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-174,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-175,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-176,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-177,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-178,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-179,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-180,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-181,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-182,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-183,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-184,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-185,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-186,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-187,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-188,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-189,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-190,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-191,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-192,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-193,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-194,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-195,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-196,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-197,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-198,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-199,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-200,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-201,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-202,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-203,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-204,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-205,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-206,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-207,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-208,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-209,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-210,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-211,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-212,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-213,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-214,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-215,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-216,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-217,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-218,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-219,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-220,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-221,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-222,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-223,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-224,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-225,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-226,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-227,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-228,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-229,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-230,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-231,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-232,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-233,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-234,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-235,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-236,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-237,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-238,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-239,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-240,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-241,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-242,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-243,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-244,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-245,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-246,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-247,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-248,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-249,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
Z-250,2025-10-01T09:00:00Z,Binance,BTC,BUY,-1,100,1
